rank,symbol,earnings_date,time_of_day,from_date,to_date,from_close,to_close,pct_change
319,STT,2022-10-18,bmo,2022-10-18,2022-11-30,64.42,79.67,23.67%
320,FSLR,2024-02-27,amc,2024-02-28,2024-04-11,149.25,184.44,23.58%
321,TER,2020-10-20,amc,2020-10-21,2020-12-03,92.07,113.74,23.54%
322,HOOD,2024-05-08,amc,2024-05-09,2024-06-24,17.30,21.37,23.53%
323,DVA,2023-11-07,amc,2023-11-08,2023-12-21,84.81,104.76,23.52%
324,TPR,2021-02-04,bmo,2021-02-04,2021-03-19,36.18,44.69,23.52%
325,DASH,2022-02-16,bmo,2022-02-16,2022-03-31,94.89,117.19,23.50%
326,ESS,2020-10-28,amc,2020-10-29,2020-12-11,197.58,243.94,23.46%
327,DOC,2023-10-30,amc,2023-10-31,2023-12-13,15.55,19.19,23.41%
328,FSLR,2021-07-29,amc,2021-07-30,2021-09-13,86.04,106.17,23.40%
329,LHX,2022-01-31,bmo,2022-01-31,2022-03-15,209.29,258.11,23.33%
330,BEN,2020-04-30,amc,2020-05-01,2020-06-15,18.03,22.23,23.29%
331,DHI,2023-11-07,bmo,2023-11-07,2023-12-20,121.17,149.39,23.29%
332,WRB,2021-01-26,amc,2021-01-27,2021-03-11,27.40,33.78,23.28%
333,RMD,2021-04-29,amc,2021-04-30,2021-06-14,187.97,231.70,23.26%
334,RJF,2020-10-28,bmo,2020-10-28,2020-12-10,50.14,61.77,23.20%
335,VTR,2020-11-06,bmo,2020-11-06,2020-12-21,39.64,48.83,23.18%
336,SLB,2022-01-21,amc,2022-01-24,2022-03-08,36.60,45.08,23.17%
337,PRU,2020-11-03,amc,2020-11-04,2020-12-17,63.09,77.66,23.09%
338,HPE,2021-11-30,amc,2021-12-01,2022-01-13,14.21,17.49,23.08%
339,TPL,2020-04-30,amc,2020-05-01,2020-06-15,169.42,208.52,23.08%
340,GS,2022-10-18,bmo,2022-10-18,2022-11-30,313.85,386.15,23.04%
341,WY,2020-05-01,bmo,2020-05-01,2020-06-15,17.97,22.10,22.98%
342,GPN,2020-10-29,bmo,2020-10-29,2020-12-11,156.17,192.06,22.98%
343,WFC,2020-10-14,bmo,2020-10-14,2020-11-25,23.25,28.59,22.97%
344,AZO,2021-03-02,bmo,2021-03-02,2021-04-14,1180.00,1450.89,22.96%
345,SYF,2021-04-27,bmo,2021-04-27,2021-06-09,40.73,50.07,22.93%
346,BAC,2020-10-14,bmo,2020-10-14,2020-11-25,23.62,29.03,22.90%
347,DXCM,2020-04-28,bmo,2020-04-28,2020-06-10,78.38,96.29,22.85%
348,UHS,2020-10-29,amc,2020-10-30,2020-12-14,109.55,134.56,22.83%
349,PWR,2023-11-02,bmo,2023-11-02,2023-12-15,175.08,215.02,22.81%
350,FISV,2020-10-27,amc,2020-10-28,2020-12-10,93.52,114.83,22.79%
351,GE,2024-01-23,bmo,2024-01-23,2024-03-06,103.64,127.21,22.74%
352,CCL,2023-06-26,bmo,2023-06-26,2023-08-08,14.60,17.92,22.74%
353,AXP,2020-10-23,bmo,2020-10-23,2020-12-07,100.98,123.94,22.74%
354,CFG,2020-10-16,bmo,2020-10-16,2020-11-30,26.61,32.66,22.74%
355,AJG,2020-04-30,amc,2020-05-01,2020-06-15,77.51,95.13,22.73%
356,FITB,2023-10-19,bmo,2023-10-19,2023-12-01,24.92,30.58,22.71%
357,LEN,2020-01-08,bmo,2020-01-08,2020-02-21,57.59,70.65,22.68%
358,CEG,2024-02-27,bmo,2024-02-27,2024-04-10,155.76,191.08,22.68%
359,SYY,2020-11-03,bmo,2020-11-03,2020-12-16,60.25,73.88,22.62%
360,URI,2023-10-25,amc,2023-10-26,2023-12-08,403.77,495.06,22.61%
361,BKNG,2023-11-02,bmo,2023-11-02,2023-12-15,2838.62,3479.12,22.56%
362,MAR,2020-11-06,bmo,2020-11-06,2020-12-21,103.89,127.32,22.55%
363,IRM,2022-02-24,bmo,2022-02-24,2022-04-07,45.43,55.65,22.50%
364,AVB,2020-10-28,bmo,2020-10-28,2020-12-10,132.71,162.52,22.46%
365,ABBV,2020-10-30,bmo,2020-10-30,2020-12-14,85.10,104.20,22.44%
366,DOV,2020-04-21,bmo,2020-04-21,2020-06-03,84.51,103.47,22.44%
367,TTD,2020-05-07,bmo,2020-05-07,2020-06-19,32.25,39.48,22.42%
368,DVN,2024-02-27,amc,2024-02-28,2024-04-11,44.03,53.90,22.42%
369,STX,2023-10-26,bmo,2023-10-26,2023-12-08,65.84,80.59,22.40%
370,DDOG,2020-11-10,amc,2020-11-11,2020-12-24,86.83,106.28,22.40%
371,NSC,2023-10-25,bmo,2023-10-25,2023-12-07,185.79,227.39,22.39%
372,AXP,2023-10-20,bmo,2023-10-20,2023-12-04,141.57,173.25,22.38%
373,LYB,2020-07-31,bmo,2020-07-31,2020-09-14,62.52,76.49,22.34%
374,ALB,2022-08-03,amc,2022-08-04,2022-09-16,234.89,287.32,22.32%
375,NDAQ,2022-10-19,bmo,2022-10-19,2022-12-01,56.00,68.49,22.30%
376,BA,2020-04-29,bmo,2020-04-29,2020-06-11,139.00,170.00,22.30%
377,CSGP,2022-02-22,amc,2022-02-23,2022-04-06,53.50,65.43,22.30%
378,TEL,2020-10-28,bmo,2020-10-28,2020-12-10,96.87,118.47,22.30%
379,MTB,2020-10-22,bmo,2020-10-22,2020-12-04,104.68,128.02,22.30%
380,TPR,2024-08-15,bmo,2024-08-15,2024-09-27,39.20,47.94,22.30%
381,LDOS,2020-11-02,bmo,2020-11-02,2020-12-15,85.73,104.84,22.29%
382,NKE,2020-03-24,bmo,2020-03-24,2020-05-06,72.33,88.44,22.27%
383,WBD,2023-11-08,bmo,2023-11-08,2023-12-21,9.40,11.49,22.23%
384,TRGP,2022-02-24,bmo,2022-02-24,2022-04-07,62.10,75.90,22.22%
385,HBAN,2023-10-20,bmo,2023-10-20,2023-12-04,9.64,11.78,22.20%
386,RF,2023-10-20,bmo,2023-10-20,2023-12-04,14.44,17.64,22.16%
387,JBHT,2020-04-14,bmo,2020-04-14,2020-05-27,97.89,119.52,22.10%
388,SMCI,2020-05-07,amc,2020-05-08,2020-06-22,2.54,3.10,22.05%
389,SHW,2023-10-24,bmo,2023-10-24,2023-12-06,234.98,286.71,22.01%
390,CME,2020-10-28,bmo,2020-10-28,2020-12-10,149.56,182.48,22.01%
391,IVZ,2022-10-25,bmo,2022-10-25,2022-12-07,15.05,18.36,21.99%
392,ZTS,2023-11-02,bmo,2023-11-02,2023-12-15,160.91,196.29,21.99%
393,LYB,2020-05-01,bmo,2020-05-01,2020-06-15,55.16,67.28,21.97%
394,QCOM,2023-11-01,amc,2023-11-02,2023-12-15,117.36,143.13,21.96%
395,SMCI,2023-01-31,amc,2023-02-01,2023-03-16,7.97,9.72,21.96%
396,IBKR,2024-01-16,amc,2024-01-17,2024-02-29,22.30,27.18,21.88%
397,RL,2020-08-04,bmo,2020-08-04,2020-09-16,66.68,81.27,21.88%
398,AMP,2020-05-06,amc,2020-05-07,2020-06-19,121.73,148.35,21.87%
399,AMP,2020-10-28,bmo,2020-10-28,2020-12-10,158.25,192.85,21.86%
400,KKR,2020-05-06,bmo,2020-05-06,2020-06-18,26.03,31.71,21.82%
401,GEV,2024-07-24,bmo,2024-07-24,2024-09-05,162.90,198.44,21.82%
402,EXPE,2020-11-04,amc,2020-11-05,2020-12-18,103.10,125.54,21.77%
403,DVA,2024-08-06,amc,2024-08-07,2024-09-19,133.98,163.14,21.76%
404,JPM,2020-10-13,amc,2020-10-14,2020-11-25,100.22,122.03,21.76%
405,TKO,2024-11-06,amc,2024-11-07,2024-12-20,117.90,143.54,21.75%
406,EME,2021-02-25,amc,2021-02-26,2021-04-12,97.37,118.53,21.73%
407,BX,2020-04-23,bmo,2020-04-23,2020-06-05,48.43,58.95,21.72%
408,PWR,2022-02-24,bmo,2022-02-24,2022-04-07,108.74,132.36,21.72%
409,SLB,2021-01-22,bmo,2021-01-22,2021-03-08,24.41,29.71,21.71%
410,GPN,2023-10-31,bmo,2023-10-31,2023-12-13,106.22,129.26,21.69%
411,KEY,2020-04-16,bmo,2020-04-16,2020-05-29,9.74,11.85,21.66%
412,CMG,2023-10-26,amc,2023-10-27,2023-12-11,37.75,45.91,21.62%
413,CSX,2020-04-22,bmo,2020-04-22,2020-06-04,20.30,24.68,21.58%
414,WDC,2021-01-28,amc,2021-01-29,2021-03-15,42.64,51.84,21.58%
415,COF,2023-10-26,amc,2023-10-27,2023-12-11,97.74,118.81,21.56%
416,RCL,2020-05-20,bmo,2020-05-20,2020-07-02,40.73,49.51,21.56%
417,UBER,2023-11-07,bmo,2023-11-07,2023-12-20,49.92,60.68,21.55%
418,GRMN,2020-10-28,bmo,2020-10-28,2020-12-10,97.57,118.60,21.55%
419,VLO,2021-04-22,bmo,2021-04-22,2021-06-04,68.48,83.24,21.55%
420,BEN,2020-10-27,bmo,2020-10-27,2020-12-09,19.73,23.98,21.54%
421,TPL,2024-05-08,amc,2024-05-09,2024-06-24,615.23,747.70,21.53%
422,TSLA,2020-04-29,bmo,2020-04-29,2020-06-11,53.37,64.86,21.53%
423,GPC,2020-05-06,bmo,2020-05-06,2020-06-18,72.61,88.24,21.53%
424,RMD,2023-10-26,amc,2023-10-27,2023-12-11,134.65,163.54,21.46%
425,LYB,2021-01-29,amc,2021-02-01,2021-03-16,86.75,105.36,21.45%
426,NEM,2022-02-24,bmo,2022-02-24,2022-04-07,66.72,81.03,21.45%
427,NFLX,2024-01-23,bmo,2024-01-23,2024-03-06,49.22,59.77,21.43%
428,WELL,2020-05-06,amc,2020-05-07,2020-06-19,42.00,51.00,21.43%
429,FICO,2023-11-08,amc,2023-11-09,2023-12-22,962.70,1168.88,21.42%
430,UNP,2020-04-23,bmo,2020-04-23,2020-06-05,152.29,184.83,21.37%
431,PSA,2024-07-30,amc,2024-07-31,2024-09-12,295.92,359.12,21.36%
432,STLD,2021-07-19,bmo,2021-07-19,2021-08-30,57.89,70.24,21.33%
433,BX,2023-10-19,bmo,2023-10-19,2023-12-01,94.22,114.28,21.29%
434,CPAY,2023-11-08,amc,2023-11-09,2023-12-22,228.75,277.42,21.28%
435,ALLE,2020-04-23,bmo,2020-04-23,2020-06-05,95.13,115.35,21.26%
436,BEN,2023-10-31,bmo,2023-10-31,2023-12-13,22.79,27.63,21.24%
437,HWM,2020-05-05,bmo,2020-05-05,2020-06-17,12.21,14.80,21.21%
438,O,2020-05-04,amc,2020-05-05,2020-06-17,50.40,61.07,21.17%
439,CCL,2023-03-27,bmo,2023-03-27,2023-05-09,8.79,10.65,21.16%
440,EMR,2020-04-21,amc,2020-04-22,2020-06-04,52.11,63.13,21.15%
441,PANW,2023-05-23,amc,2023-05-24,2023-07-10,102.16,123.74,21.12%
442,EOG,2024-02-22,amc,2024-02-23,2024-04-08,111.86,135.45,21.09%
443,DECK,2023-10-26,amc,2023-10-27,2023-12-11,96.06,116.31,21.08%
444,KLAC,2023-04-26,amc,2023-04-27,2023-06-09,384.64,465.65,21.06%
445,FIS,2022-11-03,bmo,2022-11-03,2022-12-16,57.18,69.22,21.06%
446,AVGO,2020-03-12,bmo,2020-03-12,2020-04-24,21.88,26.48,21.02%
447,CRWD,2021-06-03,amc,2021-06-04,2021-07-19,206.94,250.40,21.00%
448,NUE,2021-07-22,amc,2021-07-23,2021-09-03,94.33,114.05,20.91%
449,CRWD,2023-11-28,amc,2023-11-29,2024-01-12,234.44,283.35,20.86%
450,JPM,2022-10-14,bmo,2022-10-14,2022-11-28,111.19,134.35,20.83%
451,PLTR,2022-05-09,bmo,2022-05-09,2022-06-22,7.46,9.01,20.78%
452,AZO,2022-09-19,bmo,2022-09-19,2022-10-31,2097.59,2532.88,20.75%
453,MRNA,2023-11-02,bmo,2023-11-02,2023-12-15,71.23,86.01,20.75%
454,STLD,2023-10-18,amc,2023-10-19,2023-12-01,99.20,119.75,20.72%
455,NTAP,2021-02-24,amc,2021-02-25,2021-04-09,61.21,73.88,20.70%
456,LVS,2020-10-21,amc,2020-10-22,2020-12-04,49.81,60.11,20.68%
457,HAL,2020-07-20,bmo,2020-07-20,2020-08-31,13.41,16.18,20.66%
458,VMC,2020-05-06,bmo,2020-05-06,2020-06-18,100.31,121.03,20.66%
459,SLB,2020-04-17,bmo,2020-04-17,2020-06-01,15.28,18.43,20.62%
460,CB,2020-10-27,amc,2020-10-28,2020-12-10,127.42,153.68,20.61%
461,MU,2022-06-30,amc,2022-07-01,2022-08-15,53.65,64.70,20.60%
462,RF,2020-04-17,bmo,2020-04-17,2020-06-01,9.52,11.48,20.59%
463,SNA,2022-10-20,bmo,2022-10-20,2022-12-02,203.14,244.96,20.59%
464,ADSK,2020-05-27,amc,2020-05-28,2020-07-10,202.63,244.24,20.53%
465,STLD,2020-04-20,bmo,2020-04-20,2020-06-02,22.57,27.20,20.51%
466,BG,2020-05-06,bmo,2020-05-06,2020-06-18,34.20,41.21,20.50%
467,NCLH,2022-08-09,bmo,2022-08-09,2022-09-21,12.10,14.58,20.50%
468,DOV,2022-10-20,bmo,2022-10-20,2022-12-02,119.10,143.49,20.48%
469,CTRA,2022-02-23,amc,2022-02-24,2022-04-07,22.24,26.79,20.46%
470,BRO,2020-04-27,bmo,2020-04-27,2020-06-09,35.74,43.05,20.45%
471,GEN,2023-11-07,bmo,2023-11-07,2023-12-20,18.93,22.79,20.39%
472,MS,2022-07-14,bmo,2022-07-14,2022-08-25,74.69,89.91,20.38%
473,F,2023-05-02,bmo,2023-05-02,2023-06-14,11.80,14.20,20.34%
474,TRGP,2024-02-15,bmo,2024-02-15,2024-04-01,93.27,112.23,20.33%
475,UDR,2020-10-29,amc,2020-10-30,2020-12-14,31.24,37.59,20.33%
476,GM,2022-07-26,bmo,2022-07-26,2022-09-07,33.34,40.11,20.31%
477,IVZ,2021-01-26,bmo,2021-01-26,2021-03-10,20.94,25.19,20.30%
478,LW,2024-10-01,amc,2024-10-02,2024-11-13,66.58,80.07,20.26%
479,APO,2023-05-09,bmo,2023-05-09,2023-06-22,62.26,74.87,20.25%
480,FRT,2020-05-06,bmo,2020-05-06,2020-06-18,73.31,88.15,20.24%
481,PODD,2021-05-06,amc,2021-05-07,2021-06-21,234.19,281.58,20.24%
482,EXPE,2021-02-11,amc,2021-02-12,2021-03-29,146.51,176.13,20.22%
483,RJF,2021-01-27,amc,2021-01-28,2021-03-12,66.41,79.83,20.21%
484,NTRS,2023-10-18,bmo,2023-10-18,2023-11-30,65.94,79.25,20.19%
485,COF,2020-10-22,bmo,2020-10-22,2020-12-04,76.75,92.24,20.18%
486,RF,2021-01-22,bmo,2021-01-22,2021-03-08,17.74,21.32,20.18%
487,FCX,2021-04-22,bmo,2021-04-22,2021-06-04,34.74,41.73,20.12%
488,MHK,2023-10-26,amc,2023-10-27,2023-12-11,76.56,91.96,20.11%
489,DG,2021-03-18,bmo,2021-03-18,2021-04-30,178.80,214.75,20.11%
490,ODFL,2020-04-23,bmo,2020-04-23,2020-06-05,70.63,84.82,20.09%
491,LYV,2020-08-05,amc,2020-08-06,2020-09-18,47.47,56.99,20.05%
492,SRE,2022-02-25,bmo,2022-02-25,2022-04-08,70.72,84.90,20.05%
493,DGX,2020-04-22,bmo,2020-04-22,2020-06-04,99.58,119.53,20.03%
494,MU,2020-09-29,amc,2020-09-30,2020-11-11,46.96,56.36,20.02%
495,HBAN,2021-01-22,bmo,2021-01-22,2021-03-08,13.84,16.61,20.01%
496,ON,2023-10-30,bmo,2023-10-30,2023-12-12,65.34,78.39,19.97%
497,NXPI,2023-11-06,amc,2023-11-07,2023-12-20,185.80,222.90,19.97%
498,LRCX,2023-10-18,amc,2023-10-19,2023-12-01,60.20,72.21,19.95%
499,DHI,2020-04-28,bmo,2020-04-28,2020-06-10,46.93,56.28,19.92%
500,BEN,2022-11-01,bmo,2022-11-01,2022-12-14,22.60,27.10,19.91%
